"Población de 16 y más años ocupada de la C.A. de Euskadi por ámbitos territoriales, rama de actividad y periodo"

"ámbitos territoriales";"rama de actividad";"periodo";Población de 16 y más años ocupada de la C.A. de Euskadi
"Hernani";"Actividades sanitarias y veterinarias;servicios sociales";"2006";665
"Hernani";"Actividades sanitarias y veterinarias;servicios sociales";"2011";754
"Hernani";"Actividades sanitarias y veterinarias;servicios sociales";"2016";853
"Hernani";"Otras actividades sociales y servicios personales";"1996";253
"Hernani";"Otras actividades sociales y servicios personales";"2001";258
"Hernani";"Otras actividades sociales y servicios personales";"2006";393
"Hernani";"Otras actividades sociales y servicios personales";"2011";400
"Hernani";"Otras actividades sociales y servicios personales";"2016";427
"Hernani";"Hogares que emplean personal doméstico";"1996";40
"Hernani";"Hogares que emplean personal doméstico";"2001";388
"Hernani";"Hogares que emplean personal doméstico";"2006";161
"Hernani";"Hogares que emplean personal doméstico";"2011";131
"Hernani";"Hogares que emplean personal doméstico";"2016";279
"Hernani";"Organismos extraterritoriales";"1996";0
"Hernani";"Organismos extraterritoriales";"2001";0
"Hernani";"Organismos extraterritoriales";"2006";0
"Hernani";"Organismos extraterritoriales";"2011";1
"Hernani";"Organismos extraterritoriales";"2016";0
"Hernialde";"Total";"1996";116
"Hernialde";"Total";"2001";122
"Hernialde";"Total";"2006";165
"Hernialde";"Total";"2011";169
"Hernialde";"Total";"2016";146
"Hernialde";"Agricultura, ganadería, caza, silvicultura";"1996";4
"Hernialde";"Agricultura, ganadería, caza, silvicultura";"2001";3
"Hernialde";"Agricultura, ganadería, caza, silvicultura";"2006";2
"Hernialde";"Agricultura, ganadería, caza, silvicultura";"2011";5
"Hernialde";"Agricultura, ganadería, caza, silvicultura";"2016";8
"Hernialde";"Pesca, acuicultura";"1996";1
"Hernialde";"Pesca, acuicultura";"2001";0
"Hernialde";"Pesca, acuicultura";"2006";0
"Hernialde";"Pesca, acuicultura";"2011";0
"Hernialde";"Pesca, acuicultura";"2016";0
"Hernialde";"Industrias extractivas";"1996";0
"Hernialde";"Industrias extractivas";"2001";0
"Hernialde";"Industrias extractivas";"2006";0
"Hernialde";"Industrias extractivas";"2011";1
"Hernialde";"Industrias extractivas";"2016";0
"Hernialde";"Industria manufacturera";"1996";37
"Hernialde";"Industria manufacturera";"2001";37
"Hernialde";"Industria manufacturera";"2006";44
"Hernialde";"Industria manufacturera";"2011";42
"Hernialde";"Industria manufacturera";"2016";36
"Hernialde";"Producción y distribución de energía electrica, gas y agua";"1996";1
"Hernialde";"Producción y distribución de energía electrica, gas y agua";"2001";3
"Hernialde";"Producción y distribución de energía electrica, gas y agua";"2006";3
"Hernialde";"Producción y distribución de energía electrica, gas y agua";"2011";2
"Hernialde";"Producción y distribución de energía electrica, gas y agua";"2016";1
"Hernialde";"Construcción";"1996";17
"Hernialde";"Construcción";"2001";20
"Hernialde";"Construcción";"2006";26
"Hernialde";"Construcción";"2011";25
"Hernialde";"Construcción";"2016";13
"Hernialde";"Comercio y reparación";"1996";19
"Hernialde";"Comercio y reparación";"2001";14
"Hernialde";"Comercio y reparación";"2006";25
"Hernialde";"Comercio y reparación";"2011";25
"Hernialde";"Comercio y reparación";"2016";19
"Hernialde";"Hostelería";"1996";6
"Hernialde";"Hostelería";"2001";5
"Hernialde";"Hostelería";"2006";14
"Hernialde";"Hostelería";"2011";12
"Hernialde";"Hostelería";"2016";3
"Hernialde";"Transporte, almacenamiento y comunicaciones";"1996";4
"Hernialde";"Transporte, almacenamiento y comunicaciones";"2001";6
"Hernialde";"Transporte, almacenamiento y comunicaciones";"2006";4
"Hernialde";"Transporte, almacenamiento y comunicaciones";"2011";1
"Hernialde";"Transporte, almacenamiento y comunicaciones";"2016";15
"Hernialde";"Intermediación financiera";"1996";1
"Hernialde";"Intermediación financiera";"2001";1
"Hernialde";"Intermediación financiera";"2006";4
"Hernialde";"Intermediación financiera";"2011";2
"Hernialde";"Intermediación financiera";"2016";1
"Hernialde";"Alquiler, inmobiliarias y servicios a empresas";"1996";5
"Hernialde";"Alquiler, inmobiliarias y servicios a empresas";"2001";8
"Hernialde";"Alquiler, inmobiliarias y servicios a empresas";"2006";14
"Hernialde";"Alquiler, inmobiliarias y servicios a empresas";"2011";14
"Hernialde";"Alquiler, inmobiliarias y servicios a empresas";"2016";16
"Hernialde";"Administración pública";"1996";6
"Hernialde";"Administración pública";"2001";6
"Hernialde";"Administración pública";"2006";5
"Hernialde";"Administración pública";"2011";9
"Hernialde";"Administración pública";"2016";7
"Hernialde";"Educación";"1996";5
"Hernialde";"Educación";"2001";6
"Hernialde";"Educación";"2006";10
"Hernialde";"Educación";"2011";11
"Hernialde";"Educación";"2016";9
"Hernialde";"Actividades sanitarias y veterinarias;servicios sociales";"1996";6
"Hernialde";"Actividades sanitarias y veterinarias;servicios sociales";"2001";7
"Hernialde";"Actividades sanitarias y veterinarias;servicios sociales";"2006";10
"Hernialde";"Actividades sanitarias y veterinarias;servicios sociales";"2011";9
"Hernialde";"Actividades sanitarias y veterinarias;servicios sociales";"2016";10
"Hernialde";"Otras actividades sociales y servicios personales";"1996";3
"Hernialde";"Otras actividades sociales y servicios personales";"2001";3
"Hernialde";"Otras actividades sociales y servicios personales";"2006";3
"Hernialde";"Otras actividades sociales y servicios personales";"2011";6
"Hernialde";"Otras actividades sociales y servicios personales";"2016";5
"Hernialde";"Hogares que emplean personal doméstico";"1996";1
"Hernialde";"Hogares que emplean personal doméstico";"2001";3
"Hernialde";"Hogares que emplean personal doméstico";"2006";1
"Hernialde";"Hogares que emplean personal doméstico";"2011";5
"Hernialde";"Hogares que emplean personal doméstico";"2016";3
"Hernialde";"Organismos extraterritoriales";"1996";0
"Hernialde";"Organismos extraterritoriales";"2001";0
"Hernialde";"Organismos extraterritoriales";"2006";0
"Hernialde";"Organismos extraterritoriales";"2011";0
"Hernialde";"Organismos extraterritoriales";"2016";0
"Hondarribia";"Total";"1996";5325
"Hondarribia";"Total";"2001";6640
"Hondarribia";"Total";"2006";7151
"Hondarribia";"Total";"2011";6823
"Hondarribia";"Total";"2016";7146
"Hondarribia";"Agricultura, ganadería, caza, silvicultura";"1996";83
"Hondarribia";"Agricultura, ganadería, caza, silvicultura";"2001";92
"Hondarribia";"Agricultura, ganadería, caza, silvicultura";"2006";73
"Hondarribia";"Agricultura, ganadería, caza, silvicultura";"2011";45
"Hondarribia";"Agricultura, ganadería, caza, silvicultura";"2016";36
"Hondarribia";"Pesca, acuicultura";"1996";472
"Hondarribia";"Pesca, acuicultura";"2001";371
"Hondarribia";"Pesca, acuicultura";"2006";237
"Hondarribia";"Pesca, acuicultura";"2011";168
"Hondarribia";"Pesca, acuicultura";"2016";198
"Hondarribia";"Industrias extractivas";"1996";7
"Hondarribia";"Industrias extractivas";"2001";8
"Hondarribia";"Industrias extractivas";"2006";3
"Hondarribia";"Industrias extractivas";"2011";4
"Hondarribia";"Industrias extractivas";"2016";3
"Hondarribia";"Industria manufacturera";"1996";1121
"Hondarribia";"Industria manufacturera";"2001";1308
"Hondarribia";"Industria manufacturera";"2006";1280
"Hondarribia";"Industria manufacturera";"2011";903
"Hondarribia";"Industria manufacturera";"2016";897
"Hondarribia";"Producción y distribución de energía electrica, gas y agua";"1996";64
"Hondarribia";"Producción y distribución de energía electrica, gas y agua";"2001";52
"Hondarribia";"Producción y distribución de energía electrica, gas y agua";"2006";39
"Hondarribia";"Producción y distribución de energía electrica, gas y agua";"2011";72
"Hondarribia";"Producción y distribución de energía electrica, gas y agua";"2016";69
"Hondarribia";"Construcción";"1996";254
"Hondarribia";"Construcción";"2001";406
"Hondarribia";"Construcción";"2006";493
"Hondarribia";"Construcción";"2011";436
"Hondarribia";"Construcción";"2016";355
"Hondarribia";"Comercio y reparación";"1996";687
"Hondarribia";"Comercio y reparación";"2001";929
"Hondarribia";"Comercio y reparación";"2006";1204
"Hondarribia";"Comercio y reparación";"2011";1195
"Hondarribia";"Comercio y reparación";"2016";1225
"Hondarribia";"Hostelería";"1996";311
"Hondarribia";"Hostelería";"2001";412
"Hondarribia";"Hostelería";"2006";480
"Hondarribia";"Hostelería";"2011";529
"Hondarribia";"Hostelería";"2016";616
"Hondarribia";"Transporte, almacenamiento y comunicaciones";"1996";468
"Hondarribia";"Transporte, almacenamiento y comunicaciones";"2001";587
"Hondarribia";"Transporte, almacenamiento y comunicaciones";"2006";546
"Hondarribia";"Transporte, almacenamiento y comunicaciones";"2011";624
"Hondarribia";"Transporte, almacenamiento y comunicaciones";"2016";648
"Hondarribia";"Intermediación financiera";"1996";163
"Hondarribia";"Intermediación financiera";"2001";180
"Hondarribia";"Intermediación financiera";"2006";214
"Hondarribia";"Intermediación financiera";"2011";156
"Hondarribia";"Intermediación financiera";"2016";121
"Hondarribia";"Alquiler, inmobiliarias y servicios a empresas";"1996";321
"Hondarribia";"Alquiler, inmobiliarias y servicios a empresas";"2001";489
"Hondarribia";"Alquiler, inmobiliarias y servicios a empresas";"2006";805
"Hondarribia";"Alquiler, inmobiliarias y servicios a empresas";"2011";769
"Hondarribia";"Alquiler, inmobiliarias y servicios a empresas";"2016";795
"Hondarribia";"Administración pública";"1996";305
"Hondarribia";"Administración pública";"2001";382
"Hondarribia";"Administración pública";"2006";306
"Hondarribia";"Administración pública";"2011";344
"Hondarribia";"Administración pública";"2016";356
"Hondarribia";"Educación";"1996";519
"Hondarribia";"Educación";"2001";622
"Hondarribia";"Educación";"2006";571
"Hondarribia";"Educación";"2011";633
"Hondarribia";"Educación";"2016";665
"Hondarribia";"Actividades sanitarias y veterinarias;servicios sociales";"1996";300
"Hondarribia";"Actividades sanitarias y veterinarias;servicios sociales";"2001";437
"Hondarribia";"Actividades sanitarias y veterinarias;servicios sociales";"2006";475
"Hondarribia";"Actividades sanitarias y veterinarias;servicios sociales";"2011";523
"Hondarribia";"Actividades sanitarias y veterinarias;servicios sociales";"2016";603
"Hondarribia";"Otras actividades sociales y servicios personales";"1996";219
"Hondarribia";"Otras actividades sociales y servicios personales";"2001";263
"Hondarribia";"Otras actividades sociales y servicios personales";"2006";332
"Hondarribia";"Otras actividades sociales y servicios personales";"2011";333
"Hondarribia";"Otras actividades sociales y servicios personales";"2016";384
"Hondarribia";"Hogares que emplean personal doméstico";"1996";30
"Hondarribia";"Hogares que emplean personal doméstico";"2001";100
"Hondarribia";"Hogares que emplean personal doméstico";"2006";92
"Hondarribia";"Hogares que emplean personal doméstico";"2011";89
"Hondarribia";"Hogares que emplean personal doméstico";"2016";175
"Hondarribia";"Organismos extraterritoriales";"1996";1
"Hondarribia";"Organismos extraterritoriales";"2001";2
"Hondarribia";"Organismos extraterritoriales";"2006";1
"Hondarribia";"Organismos extraterritoriales";"2011";0
"Hondarribia";"Organismos extraterritoriales";"2016";0
"Ibarra";"Total";"1996";1511
"Ibarra";"Total";"2001";1835
"Ibarra";"Total";"2006";1993
"Ibarra";"Total";"2011";1732
"Ibarra";"Total";"2016";1712
"Ibarra";"Agricultura, ganadería, caza, silvicultura";"1996";22
"Ibarra";"Agricultura, ganadería, caza, silvicultura";"2001";29
"Ibarra";"Agricultura, ganadería, caza, silvicultura";"2006";16
"Ibarra";"Agricultura, ganadería, caza, silvicultura";"2011";17
"Ibarra";"Agricultura, ganadería, caza, silvicultura";"2016";22
"Ibarra";"Pesca, acuicultura";"1996";1
"Ibarra";"Pesca, acuicultura";"2001";1
"Ibarra";"Pesca, acuicultura";"2006";1
"Ibarra";"Pesca, acuicultura";"2011";1
"Ibarra";"Pesca, acuicultura";"2016";0
"Ibarra";"Industrias extractivas";"1996";1
"Ibarra";"Industrias extractivas";"2001";1
"Ibarra";"Industrias extractivas";"2006";4
"Ibarra";"Industrias extractivas";"2011";1
"Ibarra";"Industrias extractivas";"2016";0
"Ibarra";"Industria manufacturera";"1996";644
"Ibarra";"Industria manufacturera";"2001";705
"Ibarra";"Industria manufacturera";"2006";713
"Ibarra";"Industria manufacturera";"2011";539
"Ibarra";"Industria manufacturera";"2016";532
"Ibarra";"Producción y distribución de energía electrica, gas y agua";"1996";21
"Ibarra";"Producción y distribución de energía electrica, gas y agua";"2001";14
"Ibarra";"Producción y distribución de energía electrica, gas y agua";"2006";2
"Ibarra";"Producción y distribución de energía electrica, gas y agua";"2011";5
"Ibarra";"Producción y distribución de energía electrica, gas y agua";"2016";5
"Ibarra";"Construcción";"1996";136
"Ibarra";"Construcción";"2001";164
"Ibarra";"Construcción";"2006";185
"Ibarra";"Construcción";"2011";138
"Ibarra";"Construcción";"2016";104
"Ibarra";"Comercio y reparación";"1996";201
"Ibarra";"Comercio y reparación";"2001";227
"Ibarra";"Comercio y reparación";"2006";267
"Ibarra";"Comercio y reparación";"2011";218
"Ibarra";"Comercio y reparación";"2016";240
"Ibarra";"Hostelería";"1996";71
"Ibarra";"Hostelería";"2001";95
"Ibarra";"Hostelería";"2006";98
"Ibarra";"Hostelería";"2011";86
"Ibarra";"Hostelería";"2016";73
"Ibarra";"Transporte, almacenamiento y comunicaciones";"1996";67
"Ibarra";"Transporte, almacenamiento y comunicaciones";"2001";88
"Ibarra";"Transporte, almacenamiento y comunicaciones";"2006";75
"Ibarra";"Transporte, almacenamiento y comunicaciones";"2011";90
"Ibarra";"Transporte, almacenamiento y comunicaciones";"2016";98
"Ibarra";"Intermediación financiera";"1996";41
"Ibarra";"Intermediación financiera";"2001";28
"Ibarra";"Intermediación financiera";"2006";37
"Ibarra";"Intermediación financiera";"2011";30
"Ibarra";"Intermediación financiera";"2016";21
"Ibarra";"Alquiler, inmobiliarias y servicios a empresas";"1996";61
"Ibarra";"Alquiler, inmobiliarias y servicios a empresas";"2001";92
"Ibarra";"Alquiler, inmobiliarias y servicios a empresas";"2006";147
"Ibarra";"Alquiler, inmobiliarias y servicios a empresas";"2011";170
"Ibarra";"Alquiler, inmobiliarias y servicios a empresas";"2016";135
"Ibarra";"Administración pública";"1996";62
"Ibarra";"Administración pública";"2001";78
"Ibarra";"Administración pública";"2006";68
"Ibarra";"Administración pública";"2011";55
"Ibarra";"Administración pública";"2016";59
"Ibarra";"Educación";"1996";81
"Ibarra";"Educación";"2001";110
"Ibarra";"Educación";"2006";129
"Ibarra";"Educación";"2011";137
"Ibarra";"Educación";"2016";149
"Ibarra";"Actividades sanitarias y veterinarias;servicios sociales";"1996";64
"Ibarra";"Actividades sanitarias y veterinarias;servicios sociales";"2001";102
"Ibarra";"Actividades sanitarias y veterinarias;servicios sociales";"2006";142
"Ibarra";"Actividades sanitarias y veterinarias;servicios sociales";"2011";154
"Ibarra";"Actividades sanitarias y veterinarias;servicios sociales";"2016";153
"Ibarra";"Otras actividades sociales y servicios personales";"1996";36
"Ibarra";"Otras actividades sociales y servicios personales";"2001";51
"Ibarra";"Otras actividades sociales y servicios personales";"2006";87
"Ibarra";"Otras actividades sociales y servicios personales";"2011";71
"Ibarra";"Otras actividades sociales y servicios personales";"2016";68
"Ibarra";"Hogares que emplean personal doméstico";"1996";2
"Ibarra";"Hogares que emplean personal doméstico";"2001";50
"Ibarra";"Hogares que emplean personal doméstico";"2006";22
"Ibarra";"Hogares que emplean personal doméstico";"2011";20
"Ibarra";"Hogares que emplean personal doméstico";"2016";53
"Ibarra";"Organismos extraterritoriales";"1996";0
