"Población de la C.A. de Euskadi por ámbitos territoriales, grupos de países por nacionalidad y periodo"

"ámbitos territoriales";"grupos de países por nacionalidad";"periodo";Población de la C.A. de Euskadi
"Arratzu";"Resto de Africa";"2012";-
"Arratzu";"Resto de Africa";"2013";-
"Arratzu";"Resto de Africa";"2014";-
"Arratzu";"Resto de Africa";"2015";-
"Arratzu";"Resto de Africa";"2016";-
"Arratzu";"Resto de Africa";"2017";2
"Arratzu";"Resto de Africa";"2018";2
"Arratzu";"Resto de Africa";"2019";3
"Arratzu";"Resto de Africa";"2020";2
"Arratzu";"Resto de Africa";"2021";-
"Arratzu";"América del Sur";"2001";-
"Arratzu";"América del Sur";"2002";-
"Arratzu";"América del Sur";"2003";-
"Arratzu";"América del Sur";"2004";-
"Arratzu";"América del Sur";"2005";-
"Arratzu";"América del Sur";"2006";-
"Arratzu";"América del Sur";"2007";-
"Arratzu";"América del Sur";"2008";1
"Arratzu";"América del Sur";"2009";3
"Arratzu";"América del Sur";"2010";2
"Arratzu";"América del Sur";"2011";3
"Arratzu";"América del Sur";"2012";3
"Arratzu";"América del Sur";"2013";4
"Arratzu";"América del Sur";"2014";4
"Arratzu";"América del Sur";"2015";3
"Arratzu";"América del Sur";"2016";3
"Arratzu";"América del Sur";"2017";3
"Arratzu";"América del Sur";"2018";3
"Arratzu";"América del Sur";"2019";3
"Arratzu";"América del Sur";"2020";3
"Arratzu";"América del Sur";"2021";5
"Arratzu";"Resto de América";"2001";3
"Arratzu";"Resto de América";"2002";3
"Arratzu";"Resto de América";"2003";3
"Arratzu";"Resto de América";"2004";3
"Arratzu";"Resto de América";"2005";3
"Arratzu";"Resto de América";"2006";3
"Arratzu";"Resto de América";"2007";3
"Arratzu";"Resto de América";"2008";3
"Arratzu";"Resto de América";"2009";3
"Arratzu";"Resto de América";"2010";3
"Arratzu";"Resto de América";"2011";3
"Arratzu";"Resto de América";"2012";3
"Arratzu";"Resto de América";"2013";3
"Arratzu";"Resto de América";"2014";3
"Arratzu";"Resto de América";"2015";4
"Arratzu";"Resto de América";"2016";3
"Arratzu";"Resto de América";"2017";3
"Arratzu";"Resto de América";"2018";4
"Arratzu";"Resto de América";"2019";5
"Arratzu";"Resto de América";"2020";5
"Arratzu";"Resto de América";"2021";10
"Arratzu";"Asia y Oceanía";"2001";-
"Arratzu";"Asia y Oceanía";"2002";-
"Arratzu";"Asia y Oceanía";"2003";-
"Arratzu";"Asia y Oceanía";"2004";-
"Arratzu";"Asia y Oceanía";"2005";-
"Arratzu";"Asia y Oceanía";"2006";-
"Arratzu";"Asia y Oceanía";"2007";-
"Arratzu";"Asia y Oceanía";"2008";-
"Arratzu";"Asia y Oceanía";"2009";-
"Arratzu";"Asia y Oceanía";"2010";-
"Arratzu";"Asia y Oceanía";"2011";-
"Arratzu";"Asia y Oceanía";"2012";-
"Arratzu";"Asia y Oceanía";"2013";-
"Arratzu";"Asia y Oceanía";"2014";-
"Arratzu";"Asia y Oceanía";"2015";1
"Arratzu";"Asia y Oceanía";"2016";1
"Arratzu";"Asia y Oceanía";"2017";-
"Arratzu";"Asia y Oceanía";"2018";-
"Arratzu";"Asia y Oceanía";"2019";-
"Arratzu";"Asia y Oceanía";"2020";-
"Arratzu";"Asia y Oceanía";"2021";-
"Arratzua-Ubarrundia";"Total";"2001";757
"Arratzua-Ubarrundia";"Total";"2002";741
"Arratzua-Ubarrundia";"Total";"2003";749
"Arratzua-Ubarrundia";"Total";"2004";825
"Arratzua-Ubarrundia";"Total";"2005";851
"Arratzua-Ubarrundia";"Total";"2006";876
"Arratzua-Ubarrundia";"Total";"2007";884
"Arratzua-Ubarrundia";"Total";"2008";914
"Arratzua-Ubarrundia";"Total";"2009";938
"Arratzua-Ubarrundia";"Total";"2010";928
"Arratzua-Ubarrundia";"Total";"2011";971
"Arratzua-Ubarrundia";"Total";"2012";1015
"Arratzua-Ubarrundia";"Total";"2013";1024
"Arratzua-Ubarrundia";"Total";"2014";1040
"Arratzua-Ubarrundia";"Total";"2015";1046
"Arratzua-Ubarrundia";"Total";"2016";1025
"Arratzua-Ubarrundia";"Total";"2017";1028
"Arratzua-Ubarrundia";"Total";"2018";1034
"Arratzua-Ubarrundia";"Total";"2019";1033
"Arratzua-Ubarrundia";"Total";"2020";1035
"Arratzua-Ubarrundia";"Total";"2021";1060
"Arratzua-Ubarrundia";"España";"2001";752
"Arratzua-Ubarrundia";"España";"2002";735
"Arratzua-Ubarrundia";"España";"2003";743
"Arratzua-Ubarrundia";"España";"2004";817
"Arratzua-Ubarrundia";"España";"2005";845
"Arratzua-Ubarrundia";"España";"2006";861
"Arratzua-Ubarrundia";"España";"2007";864
"Arratzua-Ubarrundia";"España";"2008";885
"Arratzua-Ubarrundia";"España";"2009";908
"Arratzua-Ubarrundia";"España";"2010";906
"Arratzua-Ubarrundia";"España";"2011";951
"Arratzua-Ubarrundia";"España";"2012";991
"Arratzua-Ubarrundia";"España";"2013";1000
"Arratzua-Ubarrundia";"España";"2014";1008
"Arratzua-Ubarrundia";"España";"2015";1017
"Arratzua-Ubarrundia";"España";"2016";1002
"Arratzua-Ubarrundia";"España";"2017";1000
"Arratzua-Ubarrundia";"España";"2018";1004
"Arratzua-Ubarrundia";"España";"2019";999
"Arratzua-Ubarrundia";"España";"2020";997
"Arratzua-Ubarrundia";"España";"2021";1020
"Arratzua-Ubarrundia";"Europa del Este";"2001";-
"Arratzua-Ubarrundia";"Europa del Este";"2002";-
"Arratzua-Ubarrundia";"Europa del Este";"2003";-
"Arratzua-Ubarrundia";"Europa del Este";"2004";-
"Arratzua-Ubarrundia";"Europa del Este";"2005";-
"Arratzua-Ubarrundia";"Europa del Este";"2006";-
"Arratzua-Ubarrundia";"Europa del Este";"2007";1
"Arratzua-Ubarrundia";"Europa del Este";"2008";8
"Arratzua-Ubarrundia";"Europa del Este";"2009";8
"Arratzua-Ubarrundia";"Europa del Este";"2010";3
"Arratzua-Ubarrundia";"Europa del Este";"2011";1
"Arratzua-Ubarrundia";"Europa del Este";"2012";1
"Arratzua-Ubarrundia";"Europa del Este";"2013";-
"Arratzua-Ubarrundia";"Europa del Este";"2014";-
"Arratzua-Ubarrundia";"Europa del Este";"2015";3
"Arratzua-Ubarrundia";"Europa del Este";"2016";3
"Arratzua-Ubarrundia";"Europa del Este";"2017";3
"Arratzua-Ubarrundia";"Europa del Este";"2018";4
"Arratzua-Ubarrundia";"Europa del Este";"2019";3
"Arratzua-Ubarrundia";"Europa del Este";"2020";5
"Arratzua-Ubarrundia";"Europa del Este";"2021";6
"Arratzua-Ubarrundia";"Resto de Europa";"2001";5
"Arratzua-Ubarrundia";"Resto de Europa";"2002";5
"Arratzua-Ubarrundia";"Resto de Europa";"2003";5
"Arratzua-Ubarrundia";"Resto de Europa";"2004";6
"Arratzua-Ubarrundia";"Resto de Europa";"2005";4
"Arratzua-Ubarrundia";"Resto de Europa";"2006";7
"Arratzua-Ubarrundia";"Resto de Europa";"2007";7
"Arratzua-Ubarrundia";"Resto de Europa";"2008";8
"Arratzua-Ubarrundia";"Resto de Europa";"2009";7
"Arratzua-Ubarrundia";"Resto de Europa";"2010";5
"Arratzua-Ubarrundia";"Resto de Europa";"2011";6
"Arratzua-Ubarrundia";"Resto de Europa";"2012";7
"Arratzua-Ubarrundia";"Resto de Europa";"2013";11
"Arratzua-Ubarrundia";"Resto de Europa";"2014";7
"Arratzua-Ubarrundia";"Resto de Europa";"2015";9
"Arratzua-Ubarrundia";"Resto de Europa";"2016";7
"Arratzua-Ubarrundia";"Resto de Europa";"2017";12
"Arratzua-Ubarrundia";"Resto de Europa";"2018";11
"Arratzua-Ubarrundia";"Resto de Europa";"2019";12
"Arratzua-Ubarrundia";"Resto de Europa";"2020";12
"Arratzua-Ubarrundia";"Resto de Europa";"2021";15
"Arratzua-Ubarrundia";"Paises del Magreb";"2001";-
"Arratzua-Ubarrundia";"Paises del Magreb";"2002";-
"Arratzua-Ubarrundia";"Paises del Magreb";"2003";-
"Arratzua-Ubarrundia";"Paises del Magreb";"2004";-
"Arratzua-Ubarrundia";"Paises del Magreb";"2005";1
"Arratzua-Ubarrundia";"Paises del Magreb";"2006";5
"Arratzua-Ubarrundia";"Paises del Magreb";"2007";6
"Arratzua-Ubarrundia";"Paises del Magreb";"2008";7
"Arratzua-Ubarrundia";"Paises del Magreb";"2009";10
"Arratzua-Ubarrundia";"Paises del Magreb";"2010";7
"Arratzua-Ubarrundia";"Paises del Magreb";"2011";6
"Arratzua-Ubarrundia";"Paises del Magreb";"2012";9
"Arratzua-Ubarrundia";"Paises del Magreb";"2013";9
"Arratzua-Ubarrundia";"Paises del Magreb";"2014";16
"Arratzua-Ubarrundia";"Paises del Magreb";"2015";13
"Arratzua-Ubarrundia";"Paises del Magreb";"2016";8
"Arratzua-Ubarrundia";"Paises del Magreb";"2017";9
"Arratzua-Ubarrundia";"Paises del Magreb";"2018";11
"Arratzua-Ubarrundia";"Paises del Magreb";"2019";14
"Arratzua-Ubarrundia";"Paises del Magreb";"2020";17
"Arratzua-Ubarrundia";"Paises del Magreb";"2021";10
"Arratzua-Ubarrundia";"Resto de Africa";"2001";-
"Arratzua-Ubarrundia";"Resto de Africa";"2002";-
"Arratzua-Ubarrundia";"Resto de Africa";"2003";-
"Arratzua-Ubarrundia";"Resto de Africa";"2004";-
"Arratzua-Ubarrundia";"Resto de Africa";"2005";-
"Arratzua-Ubarrundia";"Resto de Africa";"2006";1
"Arratzua-Ubarrundia";"Resto de Africa";"2007";1
"Arratzua-Ubarrundia";"Resto de Africa";"2008";1
"Arratzua-Ubarrundia";"Resto de Africa";"2009";-
"Arratzua-Ubarrundia";"Resto de Africa";"2010";-
"Arratzua-Ubarrundia";"Resto de Africa";"2011";-
"Arratzua-Ubarrundia";"Resto de Africa";"2012";-
"Arratzua-Ubarrundia";"Resto de Africa";"2013";-
"Arratzua-Ubarrundia";"Resto de Africa";"2014";-
"Arratzua-Ubarrundia";"Resto de Africa";"2015";-
"Arratzua-Ubarrundia";"Resto de Africa";"2016";-
"Arratzua-Ubarrundia";"Resto de Africa";"2017";-
"Arratzua-Ubarrundia";"Resto de Africa";"2018";-
"Arratzua-Ubarrundia";"Resto de Africa";"2019";-
"Arratzua-Ubarrundia";"Resto de Africa";"2020";-
"Arratzua-Ubarrundia";"Resto de Africa";"2021";-
"Arratzua-Ubarrundia";"América del Sur";"2001";-
"Arratzua-Ubarrundia";"América del Sur";"2002";-
"Arratzua-Ubarrundia";"América del Sur";"2003";-
"Arratzua-Ubarrundia";"América del Sur";"2004";-
"Arratzua-Ubarrundia";"América del Sur";"2005";-
"Arratzua-Ubarrundia";"América del Sur";"2006";1
"Arratzua-Ubarrundia";"América del Sur";"2007";4
"Arratzua-Ubarrundia";"América del Sur";"2008";4
"Arratzua-Ubarrundia";"América del Sur";"2009";4
"Arratzua-Ubarrundia";"América del Sur";"2010";6
"Arratzua-Ubarrundia";"América del Sur";"2011";6
"Arratzua-Ubarrundia";"América del Sur";"2012";6
"Arratzua-Ubarrundia";"América del Sur";"2013";2
"Arratzua-Ubarrundia";"América del Sur";"2014";7
"Arratzua-Ubarrundia";"América del Sur";"2015";3
"Arratzua-Ubarrundia";"América del Sur";"2016";4
"Arratzua-Ubarrundia";"América del Sur";"2017";3
"Arratzua-Ubarrundia";"América del Sur";"2018";3
"Arratzua-Ubarrundia";"América del Sur";"2019";5
"Arratzua-Ubarrundia";"América del Sur";"2020";4
"Arratzua-Ubarrundia";"América del Sur";"2021";7
"Arratzua-Ubarrundia";"Resto de América";"2001";-
"Arratzua-Ubarrundia";"Resto de América";"2002";1
"Arratzua-Ubarrundia";"Resto de América";"2003";1
"Arratzua-Ubarrundia";"Resto de América";"2004";1
"Arratzua-Ubarrundia";"Resto de América";"2005";-
"Arratzua-Ubarrundia";"Resto de América";"2006";-
"Arratzua-Ubarrundia";"Resto de América";"2007";-
"Arratzua-Ubarrundia";"Resto de América";"2008";-
"Arratzua-Ubarrundia";"Resto de América";"2009";-
"Arratzua-Ubarrundia";"Resto de América";"2010";-
"Arratzua-Ubarrundia";"Resto de América";"2011";-
"Arratzua-Ubarrundia";"Resto de América";"2012";-
"Arratzua-Ubarrundia";"Resto de América";"2013";1
"Arratzua-Ubarrundia";"Resto de América";"2014";1
"Arratzua-Ubarrundia";"Resto de América";"2015";-
"Arratzua-Ubarrundia";"Resto de América";"2016";-
"Arratzua-Ubarrundia";"Resto de América";"2017";-
"Arratzua-Ubarrundia";"Resto de América";"2018";-
"Arratzua-Ubarrundia";"Resto de América";"2019";-
"Arratzua-Ubarrundia";"Resto de América";"2020";-
"Arratzua-Ubarrundia";"Resto de América";"2021";-
"Arratzua-Ubarrundia";"Asia y Oceanía";"2001";-
"Arratzua-Ubarrundia";"Asia y Oceanía";"2002";-
"Arratzua-Ubarrundia";"Asia y Oceanía";"2003";-
"Arratzua-Ubarrundia";"Asia y Oceanía";"2004";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2005";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2006";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2007";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2008";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2009";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2010";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2011";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2012";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2013";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2014";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2015";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2016";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2017";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2018";1
"Arratzua-Ubarrundia";"Asia y Oceanía";"2019";-
"Arratzua-Ubarrundia";"Asia y Oceanía";"2020";-
"Arratzua-Ubarrundia";"Asia y Oceanía";"2021";2
"Arrieta";"Total";"2001";534
"Arrieta";"Total";"2002";542
"Arrieta";"Total";"2003";530
"Arrieta";"Total";"2004";537
"Arrieta";"Total";"2005";541
"Arrieta";"Total";"2006";546
"Arrieta";"Total";"2007";551
"Arrieta";"Total";"2008";546
"Arrieta";"Total";"2009";547
"Arrieta";"Total";"2010";555
"Arrieta";"Total";"2011";538
"Arrieta";"Total";"2012";548
"Arrieta";"Total";"2013";540
"Arrieta";"Total";"2014";568
"Arrieta";"Total";"2015";566
"Arrieta";"Total";"2016";556
"Arrieta";"Total";"2017";549
"Arrieta";"Total";"2018";549
"Arrieta";"Total";"2019";566
"Arrieta";"Total";"2020";563
"Arrieta";"Total";"2021";563
"Arrieta";"España";"2001";529
"Arrieta";"España";"2002";534
"Arrieta";"España";"2003";525
"Arrieta";"España";"2004";533
"Arrieta";"España";"2005";535
"Arrieta";"España";"2006";539
"Arrieta";"España";"2007";532
"Arrieta";"España";"2008";527
"Arrieta";"España";"2009";529
"Arrieta";"España";"2010";535
"Arrieta";"España";"2011";513
"Arrieta";"España";"2012";520
"Arrieta";"España";"2013";515
"Arrieta";"España";"2014";541
"Arrieta";"España";"2015";545
"Arrieta";"España";"2016";537
"Arrieta";"España";"2017";533
"Arrieta";"España";"2018";531
"Arrieta";"España";"2019";543
"Arrieta";"España";"2020";538
"Arrieta";"España";"2021";543
"Arrieta";"Europa del Este";"2001";-
"Arrieta";"Europa del Este";"2002";-
"Arrieta";"Europa del Este";"2003";-
"Arrieta";"Europa del Este";"2004";-
"Arrieta";"Europa del Este";"2005";-
"Arrieta";"Europa del Este";"2006";-
"Arrieta";"Europa del Este";"2007";-
"Arrieta";"Europa del Este";"2008";-
"Arrieta";"Europa del Este";"2009";-
"Arrieta";"Europa del Este";"2010";-
"Arrieta";"Europa del Este";"2011";-
"Arrieta";"Europa del Este";"2012";-
"Arrieta";"Europa del Este";"2013";-
"Arrieta";"Europa del Este";"2014";-
"Arrieta";"Europa del Este";"2015";-
"Arrieta";"Europa del Este";"2016";-
"Arrieta";"Europa del Este";"2017";-
"Arrieta";"Europa del Este";"2018";-
"Arrieta";"Europa del Este";"2019";-
"Arrieta";"Europa del Este";"2020";-
"Arrieta";"Europa del Este";"2021";-
"Arrieta";"Resto de Europa";"2001";4
"Arrieta";"Resto de Europa";"2002";4
"Arrieta";"Resto de Europa";"2003";4
"Arrieta";"Resto de Europa";"2004";3
"Arrieta";"Resto de Europa";"2005";4
"Arrieta";"Resto de Europa";"2006";5
"Arrieta";"Resto de Europa";"2007";5
"Arrieta";"Resto de Europa";"2008";8
"Arrieta";"Resto de Europa";"2009";6
"Arrieta";"Resto de Europa";"2010";7
"Arrieta";"Resto de Europa";"2011";10
"Arrieta";"Resto de Europa";"2012";11
"Arrieta";"Resto de Europa";"2013";10
"Arrieta";"Resto de Europa";"2014";14
"Arrieta";"Resto de Europa";"2015";14
"Arrieta";"Resto de Europa";"2016";10
"Arrieta";"Resto de Europa";"2017";8
"Arrieta";"Resto de Europa";"2018";11
"Arrieta";"Resto de Europa";"2019";11
"Arrieta";"Resto de Europa";"2020";12
"Arrieta";"Resto de Europa";"2021";9
"Arrieta";"Paises del Magreb";"2001";-
"Arrieta";"Paises del Magreb";"2002";-
"Arrieta";"Paises del Magreb";"2003";-
"Arrieta";"Paises del Magreb";"2004";-
"Arrieta";"Paises del Magreb";"2005";-
"Arrieta";"Paises del Magreb";"2006";-
"Arrieta";"Paises del Magreb";"2007";-
"Arrieta";"Paises del Magreb";"2008";-
"Arrieta";"Paises del Magreb";"2009";-
"Arrieta";"Paises del Magreb";"2010";-
"Arrieta";"Paises del Magreb";"2011";1
"Arrieta";"Paises del Magreb";"2012";3
"Arrieta";"Paises del Magreb";"2013";1
"Arrieta";"Paises del Magreb";"2014";-
"Arrieta";"Paises del Magreb";"2015";-
"Arrieta";"Paises del Magreb";"2016";-
"Arrieta";"Paises del Magreb";"2017";-
"Arrieta";"Paises del Magreb";"2018";-
"Arrieta";"Paises del Magreb";"2019";1
"Arrieta";"Paises del Magreb";"2020";1
"Arrieta";"Paises del Magreb";"2021";-
"Arrieta";"Resto de Africa";"2001";-
"Arrieta";"Resto de Africa";"2002";-
"Arrieta";"Resto de Africa";"2003";-
"Arrieta";"Resto de Africa";"2004";-
"Arrieta";"Resto de Africa";"2005";-
"Arrieta";"Resto de Africa";"2006";-
"Arrieta";"Resto de Africa";"2007";-
"Arrieta";"Resto de Africa";"2008";-
"Arrieta";"Resto de Africa";"2009";-
"Arrieta";"Resto de Africa";"2010";-
"Arrieta";"Resto de Africa";"2011";-
"Arrieta";"Resto de Africa";"2012";-
"Arrieta";"Resto de Africa";"2013";-
"Arrieta";"Resto de Africa";"2014";-
"Arrieta";"Resto de Africa";"2015";-
"Arrieta";"Resto de Africa";"2016";-
"Arrieta";"Resto de Africa";"2017";3
"Arrieta";"Resto de Africa";"2018";3
"Arrieta";"Resto de Africa";"2019";6
"Arrieta";"Resto de Africa";"2020";6
"Arrieta";"Resto de Africa";"2021";7
"Arrieta";"América del Sur";"2001";-
"Arrieta";"América del Sur";"2002";3
"Arrieta";"América del Sur";"2003";-
"Arrieta";"América del Sur";"2004";-
"Arrieta";"América del Sur";"2005";1
"Arrieta";"América del Sur";"2006";1
"Arrieta";"América del Sur";"2007";14
"Arrieta";"América del Sur";"2008";11
"Arrieta";"América del Sur";"2009";12
"Arrieta";"América del Sur";"2010";13
"Arrieta";"América del Sur";"2011";13
"Arrieta";"América del Sur";"2012";14
"Arrieta";"América del Sur";"2013";12
"Arrieta";"América del Sur";"2014";10
"Arrieta";"América del Sur";"2015";5
"Arrieta";"América del Sur";"2016";6
"Arrieta";"América del Sur";"2017";2
"Arrieta";"América del Sur";"2018";1
"Arrieta";"América del Sur";"2019";1
"Arrieta";"América del Sur";"2020";2
"Arrieta";"América del Sur";"2021";1
"Arrieta";"Resto de América";"2001";1
"Arrieta";"Resto de América";"2002";1
"Arrieta";"Resto de América";"2003";1
"Arrieta";"Resto de América";"2004";1
"Arrieta";"Resto de América";"2005";1
"Arrieta";"Resto de América";"2006";1
"Arrieta";"Resto de América";"2007";-
"Arrieta";"Resto de América";"2008";-
"Arrieta";"Resto de América";"2009";-
"Arrieta";"Resto de América";"2010";-
"Arrieta";"Resto de América";"2011";1
"Arrieta";"Resto de América";"2012";-
"Arrieta";"Resto de América";"2013";2
"Arrieta";"Resto de América";"2014";3
"Arrieta";"Resto de América";"2015";2
"Arrieta";"Resto de América";"2016";3
"Arrieta";"Resto de América";"2017";3
"Arrieta";"Resto de América";"2018";3
"Arrieta";"Resto de América";"2019";4
"Arrieta";"Resto de América";"2020";4
"Arrieta";"Resto de América";"2021";3
"Arrieta";"Asia y Oceanía";"2001";-
"Arrieta";"Asia y Oceanía";"2002";-
"Arrieta";"Asia y Oceanía";"2003";-
"Arrieta";"Asia y Oceanía";"2004";-
"Arrieta";"Asia y Oceanía";"2005";-
"Arrieta";"Asia y Oceanía";"2006";-
"Arrieta";"Asia y Oceanía";"2007";-
"Arrieta";"Asia y Oceanía";"2008";-
"Arrieta";"Asia y Oceanía";"2009";-
"Arrieta";"Asia y Oceanía";"2010";-
"Arrieta";"Asia y Oceanía";"2011";-
"Arrieta";"Asia y Oceanía";"2012";-
"Arrieta";"Asia y Oceanía";"2013";-
"Arrieta";"Asia y Oceanía";"2014";-
"Arrieta";"Asia y Oceanía";"2015";-
"Arrieta";"Asia y Oceanía";"2016";-
"Arrieta";"Asia y Oceanía";"2017";-
"Arrieta";"Asia y Oceanía";"2018";-
"Arrieta";"Asia y Oceanía";"2019";-
"Arrieta";"Asia y Oceanía";"2020";-
"Arrieta";"Asia y Oceanía";"2021";-
"Arrigorriaga";"Total";"2001";10583
"Arrigorriaga";"Total";"2002";11015
"Arrigorriaga";"Total";"2003";11341
"Arrigorriaga";"Total";"2004";11717
"Arrigorriaga";"Total";"2005";11863
"Arrigorriaga";"Total";"2006";12032
"Arrigorriaga";"Total";"2007";12218
"Arrigorriaga";"Total";"2008";12253
"Arrigorriaga";"Total";"2009";12268
"Arrigorriaga";"Total";"2010";12183
"Arrigorriaga";"Total";"2011";12307
"Arrigorriaga";"Total";"2012";12319
"Arrigorriaga";"Total";"2013";12147
"Arrigorriaga";"Total";"2014";12132
"Arrigorriaga";"Total";"2015";12103
"Arrigorriaga";"Total";"2016";12029
"Arrigorriaga";"Total";"2017";11999
"Arrigorriaga";"Total";"2018";11951
"Arrigorriaga";"Total";"2019";11882
"Arrigorriaga";"Total";"2020";11943
