territorio histórico;CNAE009;unidad;periodo;Comercio exterior de la C.A. de Euskadi;CNA-09
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2017;5704;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2018;3923;261
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1990;1311;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1991;393;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1992;390;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1993;595;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1994;483;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1995;249;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1996;1333;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1997;1267;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1998;2220;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;1999;2443;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2000;3614;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2001;6427;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2002;46494;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2003;48566;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2004;23775;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2005;11734;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2006;15033;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2007;11218;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2008;9158;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2009;4180;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2010;7089;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2011;16308;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2012;7103;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2013;5156;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2014;6595;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2015;7000;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2016;6939;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2017;8755;262
Bizkaia;262 Fabricación de ordenadores y equipos periféricos;Miles de euros;2018;2238;262
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1990;382;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1991;877;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1992;3877;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1993;5368;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1994;6893;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1995;3567;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1996;29992;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1997;75300;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1998;44399;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;1999;103189;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2000;88290;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2001;44741;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2002;24634;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2003;41967;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2004;15292;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2005;22065;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2006;15548;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2007;4136;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2008;2722;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2009;6149;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2010;1312;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2011;2099;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2012;8430;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2013;7843;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2014;2905;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2015;5373;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2016;7433;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2017;9569;263
Bizkaia;263 Fabricación de equipos de telecomunicaciones;Miles de euros;2018;14097;263
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1990;67;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1991;32;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1992;45;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1993;923;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1994;186;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1995;341;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1996;6336;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1997;804;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1998;332;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;1999;826;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2000;5058;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2001;4919;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2002;2774;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2003;2311;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2004;2049;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2005;1327;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2006;1487;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2007;1301;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2008;747;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2009;1352;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2010;2275;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2011;2107;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2012;2542;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2013;1631;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2014;553;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2015;738;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2016;636;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2017;1158;264
Bizkaia;264 Fabricación de productos electrónicos de consumo;Miles de euros;2018;1464;264
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1990;7374;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1991;5789;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1992;8822;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1993;10093;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1994;13282;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1995;16733;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1996;24686;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1997;37798;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1998;54712;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;1999;79666;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2000;59854;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2001;49468;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2002;28901;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2003;24670;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2004;23960;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2005;23398;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2006;24769;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2007;28430;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2008;20623;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2009;15750;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2010;21309;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2011;27428;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2012;26268;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2013;37463;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2014;45997;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2015;38617;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2016;63811;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2017;91898;265
Bizkaia;"265 Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes";Miles de euros;2018;87056;265
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1990;101;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1991;162;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1992;42;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1993;17;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1994;17;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1995;47;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1996;99;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1997;75;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1998;26;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;1999;56;266
Bizkaia;266 Fabricación de equipos de radiación, electromédicos y electroterapéuticos;Miles de euros;2000;130;266
